,Equal Weight,Trad. MVO,ML-Enhanced MVO (rank±5%),Black-Litterman,HRP,CCBN-only Benchmark,ML-MVO Raw μ (ablation)
2024-07-18,1.2137106672742084,3.008148584535363,3.011551251586573,3.111055572909615,1.0924710191725666,4.230782842827447,2.7280763391527447
2024-07-19,1.2195300694096018,3.00828820850358,3.0117400697126273,3.111040937926069,1.096647809722491,4.230761635842754,2.7349661762347033
2024-07-22,1.2131237250731035,3.008064218694929,3.0114924713059246,3.11093391631132,1.0905772156603688,4.230782842721146,2.7308576634944317
2024-07-23,1.212500601118316,3.000971406746844,3.004441541552366,3.1055797111382533,1.0917483397141026,4.230782842721146,2.727700703058158
2024-07-24,1.2122793086490287,3.004782179905111,3.0081418557454516,3.1086617198071127,1.0922870849661548,4.230782842721146,2.7250873926987484
2024-07-25,1.2081287826337186,3.000086910762797,3.00344182740527,3.1047459169766443,1.089369585881807,4.228661617887178,2.720101234470451
2024-07-26,1.2043221777019484,3.0032216976316817,3.0061731055091707,3.108444381942604,1.0907206005991337,4.230760582832019,2.7076770930879444
2024-07-29,1.2008290912479014,3.0003849118966888,3.003255084014794,3.106310621380619,1.0901278492023672,4.229721315809913,2.703084382236048
2024-07-30,1.1992392017476035,2.9825612948055142,2.9853945228054,3.0867087278910543,1.0886844348531606,4.19890167689574,2.6879477566953285
2024-07-31,1.2071200497964623,3.0006311539826105,3.0037682894759503,3.106050929404521,1.0920595464337794,4.2305492383599805,2.7127669468959503
2024-08-01,1.2106059631619444,3.0040506130859383,3.007297152282908,3.1083340542166327,1.092459993989785,4.2305492383599805,2.721865843629001
2024-08-02,1.2028587381061453,2.995585324927872,2.9985506724659534,3.1009287545118505,1.0902331620042927,4.22207966748637,2.7015364245023163
2024-08-05,1.1784814110904591,2.900315841643525,2.903298198451861,3.0031144302760273,1.07560295525834,4.092866954622089,2.6240184845068915
2024-08-06,1.1964495772904722,2.9339184451456157,2.9371065718362184,3.0359716055774455,1.084121272870814,4.1329417257718175,2.6642826944225573
2024-08-07,1.2010281560234914,2.969411721483623,2.9726329920454515,3.0720844719827856,1.0871192233838762,4.181065728374611,2.6862316994175433
2024-08-08,1.1975305184019274,2.9641466617122494,2.967378781623777,3.068514527402759,1.0870205107657414,4.179372475044443,2.6764560700150968
2024-08-09,1.2025609862455855,2.969839032606546,2.9730663844799694,3.073162568565882,1.0910338329431228,4.183602609489621,2.682697118357593
2024-08-12,1.2004731319889295,2.979820121483997,2.9830657909072147,3.084337911034045,1.0897230863227148,4.200244623904211,2.6879298621603116
2024-08-13,1.2056095986662467,2.987075240990872,2.9903415134629303,3.0932877938451147,1.0929433036019276,4.214862708404576,2.699070502948144
2024-08-14,1.2167741562691177,2.99277978222402,2.996048524168439,3.098767645023817,1.1007462911024144,4.221607691164736,2.713834960262586
2024-08-15,1.223972270435702,2.993563601281433,2.996830004022845,3.099216749531135,1.1065623999369596,4.221607691164736,2.7192004040352407
2024-08-16,1.222643313447563,2.9923552810246425,2.9956131120946825,3.0971430765066468,1.1046574869788812,4.21739454118056,2.7203245682119177
2024-08-19,1.2216218034124167,2.9609202092925733,2.9641311740839407,3.06317359663785,1.1040024556260564,4.168719436492313,2.702872859274913
2024-08-20,1.2261778765919513,2.9854185361175194,2.9886772658973983,3.0909206024730507,1.1060065191136876,4.21053203918511,2.722793584691074
2024-08-21,1.2229075805259593,2.9781748100825984,2.981424667964837,3.0833114262417842,1.1030533197872063,4.199981870367133,2.7155835704324414
2024-08-22,1.2285687886263612,2.9914243799410545,2.994695630984625,3.0978153452010226,1.1062155046192779,4.221066192768938,2.7310018759981594
2024-08-23,1.2272939614832428,2.9957016231556204,2.998958831291738,3.1001207858883046,1.104775807273725,4.220621846624756,2.7300164326932443
2024-08-26,1.2328521839873259,3.0193170664664986,3.02259085366546,3.1235278704374005,1.1069979568056667,4.250749169579708,2.750090129726077
2024-08-27,1.2307497581233677,3.0108691425913716,3.0141309033638053,3.1144634739347357,1.10673762617822,4.237865790018409,2.741628283754381
2024-08-28,1.2284428880023723,2.9978158920698106,3.0010674190678386,3.1014039049716273,1.1061497914902447,4.220842096466557,2.7316943906880184
2024-08-29,1.2271168838751498,2.9960433156155424,2.9993000847494455,3.1003821727641667,1.1052236474885473,4.220820938992133,2.7283410207794727
2024-09-02,1.220875623128136,2.989504771419246,2.9927629525799873,3.0945818324849053,1.1016621157414421,4.214553691628295,2.717500641823117
2024-09-03,1.215062279392367,2.989216215193753,2.9924746463750718,3.094347155398349,1.098035548898448,4.214342112337022,2.7114621500118004
2024-09-04,1.2108428550372732,2.9437382657329287,2.946934976285815,3.045892133413298,1.0969397754094683,4.146024202176513,2.678242840951472
2024-09-05,1.2103127278604893,2.9244866674571774,2.927655724082076,3.025207504226819,1.0967465975284894,4.116578471826318,2.6640782270972174
