,Equal Weight,Trad. MVO (40% cap),ML-MVO (40% cap),BL (40% cap),HRP
2024-09-13,1.2046470155730973,1.5585232785463463,1.5589877786270174,1.602327077850484,1.0916474102989457
2024-09-16,1.2020791753918596,1.5575321916315619,1.557911820833265,1.6000521631031983,1.0908679587171337
2024-09-17,1.2051149848059246,1.558679003654899,1.559203505186715,1.6021404841314775,1.0926280483301436
2024-09-18,1.2032825440922763,1.5503797683328253,1.551284537780594,1.5981769402599175,1.0903923007399152
2024-09-19,1.2045851503902718,1.550255615160893,1.551046974846486,1.5962438124695157,1.0912338623792108
2024-09-20,1.203365483288633,1.5447014182309582,1.5453852685639364,1.5882454507112718,1.0913244922730978
2024-09-23,1.204285435349682,1.5422820678816458,1.5429303622977748,1.5846062425228475,1.0945787609560553
2024-09-24,1.2075257223647793,1.553371959178789,1.5541093886087527,1.6010698771479415,1.0934087999408957
2024-09-25,1.2064063323835454,1.549933744842998,1.5506306242336538,1.595676215377474,1.0931109685984763
2024-09-26,1.2049314339022545,1.5481340841885614,1.5487923758010604,1.5931477204259128,1.0923494564227336
2024-09-27,1.2056841373146379,1.5472315412507178,1.5479071143462995,1.5920945993066387,1.0946315306868073
2024-09-30,1.2106120902613036,1.5464674977855972,1.5473008528882972,1.5938120620373506,1.0994577990959526
2024-10-01,1.2078952814501813,1.5428075826865821,1.5435876014294265,1.5877959224200533,1.1005480422791805
2024-10-02,1.2096927159410138,1.546383681557117,1.5470920402031163,1.5911083611250703,1.1000474299653584
2024-10-03,1.2060861290597478,1.5414384563400683,1.5422647231613154,1.5880656090398038,1.0972012566430778
2024-10-04,1.2153295479190713,1.554280186889095,1.5549127943936352,1.5988355292322016,1.103950786779307
2024-10-07,1.2156035560521035,1.5573859268479244,1.5580570843343318,1.604354361062926,1.1027284626031368
2024-10-08,1.2100039213949845,1.5462665390167254,1.5469517589972477,1.591756988457563,1.0997963011157794
2024-10-09,1.2111075806264597,1.547635054338855,1.5483113084153886,1.593897012227427,1.1011525194668224
2024-10-10,1.2090938122800245,1.547888738561249,1.5486605242290603,1.596152451417128,1.0998572811891485
2024-10-11,1.2119202529360387,1.5486265929417486,1.5492854864360115,1.594948828809009,1.103835434316965
2024-10-14,1.2102973884784032,1.5480925844025246,1.5487194949613765,1.5953416307000468,1.104570688729261
2024-10-15,1.2130132252259889,1.5504969806030633,1.5511805470688356,1.5994091597404843,1.1057764172253515
2024-10-16,1.2187016993184532,1.5603624966550598,1.5608217322808227,1.6059032223585343,1.1112612927050534
2024-10-17,1.2257316703772803,1.5747515071569707,1.575302710495036,1.6236300078995338,1.1134516946811364
2024-10-18,1.2194716805126145,1.562226468372628,1.5629071335463558,1.6130156737030683,1.1092438971198326
2024-10-21,1.2240197517300353,1.571350960861266,1.5721369538539893,1.625103358894569,1.1115262237177124
2024-10-22,1.2271203549376384,1.569461406799363,1.570242712748908,1.62259270817398,1.1137547884154515
2024-10-23,1.2198353462821683,1.5731951669732802,1.574043340729129,1.6259634276242942,1.0891270342361241
2024-10-24,1.2244875047158028,1.5824297366446938,1.5832816668446936,1.6349953908874846,1.092831637148152
2024-10-28,1.224927118253782,1.5837836144723243,1.584754989412201,1.6374328684923862,1.0929013110872734
2024-10-29,1.2268418919441242,1.5848875948308243,1.5858766147435126,1.6395084780696192,1.0937790404045653
2024-10-30,1.2303178722062047,1.5872647896390586,1.5883086554187984,1.6420536576335112,1.094107703825807
2024-10-31,1.229015604640505,1.5840412493512592,1.5851351605897355,1.6382493984098228,1.0930349611487298
2024-11-01,1.233270726168545,1.5884208121514325,1.5895611980275768,1.6415585640619494,1.094539775450943
2024-11-04,1.2373375450302042,1.5870408980768813,1.5882976830971225,1.6429692037993664,1.0960757830671395
2024-11-05,1.2465572411291737,1.60132554788581,1.6023763011785888,1.652813574027041,1.1019607475356816
2024-11-06,1.2543902151010153,1.610475314910136,1.6116145461963531,1.665008207995917,1.109634802487155
2024-11-07,1.2556872694304047,1.6107518024444225,1.6118372265872396,1.6636784574503947,1.1108047123381914
2024-11-08,1.25746224956704,1.6156005017953279,1.6167513075231008,1.6696247781788198,1.109964272939946
2024-11-11,1.27123342478239,1.6299083076979928,1.6314178540394209,1.6888210710983071,1.1165689606275495
2024-11-12,1.279934688966219,1.6497330321838355,1.6513956559728062,1.7100828474729284,1.1226364154797104
2024-11-13,1.2800693113213142,1.651537979110802,1.6531847006025033,1.7112261264809714,1.1229584292974182
2024-11-14,1.2773691248867283,1.6467779228265138,1.6482757363670613,1.7042436231854123,1.1222275939844966
2024-11-15,1.2836852113218327,1.6527184941476885,1.6544171439039568,1.7137391095539976,1.1229553304989799
2024-11-18,1.2978512936912678,1.6648207002561415,1.6667126118442503,1.729926966570647,1.1304511373782031
2024-11-19,1.3080580256019043,1.679287161261067,1.681262937486628,1.7462297944183929,1.135852091927818
2024-11-20,1.2992889279633808,1.6748338006927548,1.6766123535125568,1.738009964237511,1.1328893750821996
2024-11-21,1.3075182832221577,1.6884867023290078,1.6902734956174468,1.751677467841172,1.138178972336119
2024-11-22,1.3123702043593088,1.7097611578374154,1.7116314883996524,1.775028320608118,1.1413695830955017
2024-11-25,1.3171756578160436,1.7283212665281416,1.7301151962421335,1.7915478402470475,1.144869611240303
2024-11-26,1.3264411812862718,1.757909652598907,1.759581870688936,1.8171415794690153,1.1526837896875546
2024-11-27,1.3208407248125407,1.7382667537450944,1.739691697871681,1.7937117751900051,1.1500752294337722
2024-11-28,1.3222436893341047,1.7441390021769607,1.745670420127559,1.8023123711030966,1.1515292604980378
2024-11-29,1.3283571767531717,1.7528581245936619,1.7544469582028475,1.8149300579471301,1.156019312750566
